# radius, density, mass, x, y, vx, vy,
12153.8288054, 5115.57886927, 2.88525366705e+16, 5.12886388262e+14, 1.1814723322e+15, -1170.36326338, 508.063854525,
55758.430802, 9833.0447177, 5.35512380717e+18, -3.78649971949e+14, -3.32649085618e+14, 1346.13636601, -1532.2888872,
61082.6297944, 3270.06748369, 2.34131456799e+18, -8.39117768006e+14, -3.47414984032e+14, 581.231114032, -1403.85814521,
49090.3028167, 3863.1051489, 1.43573251251e+18, -3.12027501527e+13, 7.02045579227e+13, -4773.83991902, -2121.75588978,
95138.0574686, 4238.53846401, 1.14664462756e+19, 8.57266145637e+14, 7.95243211483e+14, -910.680622087, 981.706798032,
8195.05257703, 4115.08706537, 7.11515120274e+15, -5.72637392725e+14, 2.4939295283e+14, -731.579529343, -1679.79804361,
93757.1525652, 281.931575915, 7.29973037618e+17, 1.12319860054e+15, 2.33270668311e+14, -274.908808009, 1323.68630256,
43483.746077, 4369.34436324, 1.12861807184e+18, 5.51646553793e+13, -1.13250497364e+14, 3667.75059197, 1786.57226355,
30230.926642, 777.246172604, 6.74625640037e+16, 1.17683542601e+14, 6.79633484794e+13, -1964.35632882, 3401.42763531,
24995.966436, 9021.36759481, 4.42621036285e+17, 7.36523704037e+12, 2.60048060877e+13, -8474.38094788, 2400.1649634,
8120.42838901, 4230.56814152, 7.11681029998e+15, 6.97266339034e+13, -2.15312097012e+14, 2895.67472939, 937.734825687,
2972.95279306, 6195.76581444, 5.11456740211e+14, -1.88367121073e+13, -5.32475937179e+14, 1982.48850917, -70.1319302824,
12563.2232395, 5721.28974877, 3.564076738e+16, -8.29133889714e+14, 6.33364527971e+14, -860.530856852, -1126.51603469,
84618.8826304, 1939.78201659, 3.69236529483e+18, 1.02152046077e+14, -2.24623787045e+14, 2653.44176884, 1206.70437178,
21752.1337295, 2688.89299473, 8.69418718192e+16, -1.28275737722e+14, 5.20783309144e+14, -1919.79234204, -472.86995306,
73056.2103795, 2889.89266496, 3.53999791903e+18, 4.31302707972e+13, 1.38064520039e+14, -3634.10297512, 1135.26520338,
23126.6216046, 9573.00384367, 3.71992933263e+17, 3.66280791089e+13, 7.57326404811e+13, -4494.29922739, 2173.66708191,
95853.0131229, 221.28526475, 6.12237146792e+17, -6.88109203424e+13, -1.22992831515e+14, 3366.10503004, -1883.23808984,
79246.1544528, 9614.00319144, 1.50310294028e+19, 6.92340308612e+14, -7.48436042417e+14, 1052.70573537, 973.80480415,
95912.4589001, 4361.7137495, 1.20901616706e+19, 4.77692127101e+13, 7.84088429674e+14, -1630.71773235, 99.3486184446,
27611.2785402, 7088.14120351, 4.68750543851e+17, -6.11150116214e+14, 4.71086557998e+14, -1006.34606178, -1305.55309246,
90632.2103364, 4725.33440174, 1.1051726678e+19, 1.55543095528e+14, -1.20734442985e+14, 2000.89133059, 2577.76342592,
46630.2418249, 4886.10059127, 1.55637870325e+18, -1.69304028538e+14, 8.35051699972e+13, -1474.19809717, -2988.88891217,
25523.6357182, 8287.61214986, 4.32919256504e+17, 3.8710930512e+12, -8.79342702613e+14, 1544.1256712, 6.79763889345,
68774.5718062, 8628.82046254, 8.81830246537e+18, 8.39826271841e+14, 9.46933581651e+13, -176.477144918, 1565.1587984,
17111.4808782, 1125.14203411, 1.77100591361e+16, -1.2537705812e+14, -6.81945275616e+14, 1710.2727609, -314.437206345,
20476.0748488, 5582.1355261, 1.5055333291e+17, 5.33242961147e+14, -1.10789722586e+15, 1176.65768401, 566.338116056,
78388.4535517, 624.128621026, 9.44452807029e+17, -4.96680388983e+14, -1.9421758896e+14, 722.097423441, -1846.64855062,
83081.3900932, 6082.49617011, 1.09582948108e+19, 1.09439656747e+15, 2.29108747351e+14, -280.592770608, 1340.32318086,
84971.2498189, 3287.57499265, 6.33638503534e+18, 1.20918127244e+15, -3.60804127765e+14, 368.570926766, 1235.210542,
7848.32304781, 3679.65654543, 5.5884036734e+15, -5.44314305573e+13, 3.42773210512e+14, -2427.46453467, -385.474603023,
68573.8389402, 7820.27995304, 7.92223210645e+18, 1.53395884468e+14, -8.87350512783e+14, 1503.58934446, 259.924814431,
37293.8511162, 8478.99819684, 1.3816756814e+18, 4.53028190024e+14, -9.25823691998e+14, 1281.10631362, 626.876671556,
66342.8822773, 3918.79252359, 3.59488622811e+18, -7.48079817734e+13, 6.5002587133e+14, -1778.34916257, -204.66064138,
86047.0228992, 472.408831496, 9.45530249919e+17, -7.80752519673e+14, -5.77560366352e+13, 120.730709781, -1632.05114746,
27431.4638958, 6163.03105267, 3.99660458645e+17, -4.44412265885e+14, -4.98256776824e+14, 1322.4946156, -1179.57819357,
45219.3135051, 8610.64851359, 2.50125303672e+18, -5.02538178029e+14, 6.26963369198e+13, -251.898657788, -2019.07637275,
5213.01389438, 5480.65243825, 2.43920769683e+15, 6.57705474878e+14, 2.96936103595e+14, -701.391699235, 1553.56372982,
29184.2643352, 7337.7458984, 5.73005501668e+17, 4.66018238154e+14, -4.00752874772e+14, 1204.2565787, 1400.37804946,
1358.00978815, 6916.50692777, 5.44183525188e+13, 3.07170458714e+14, 5.19652067514e+13, -432.733354434, 2557.92118019,
57674.7926021, 8672.116407, 5.22676646449e+18, -1.00696878873e+15, -8.14216994158e+14, 800.05701937, -989.456684753,
39284.7728401, 4254.94954061, 8.10432829811e+17, -1.02599050717e+14, 6.68875350636e+13, -2259.61143381, -3466.02678477,
59692.4791983, 8764.28717871, 5.85632705545e+18, -9.67720415868e+13, 4.56928172095e+13, -1889.88836911, -4002.56248178,
83985.6008271, 2841.52313059, 5.28829372273e+18, 4.27098422911e+13, -1.11121206823e+14, 3917.33222901, 1505.64097067,
93192.6308843, 1215.59983177, 3.09090189571e+18, 3.8103589379e+13, -2.43416905886e+14, 2882.09004105, 451.151800973,
19996.3385933, 3932.4091937, 9.87779528634e+16, 7.84783866179e+14, -7.54285554986e+14, 961.747647928, 1000.63435186,
63693.1008715, 9879.68203364, 8.01991967888e+18, 5.1520816127e+14, 3.09207582867e+14, -961.266401748, 1601.68224448,
88449.1830252, 3345.87997482, 7.27347093736e+18, -1.19712222816e+13, 1.01377256411e+15, -1437.97837321, -16.9804938024,
29416.4076282, 8328.89845531, 6.66049252055e+17, -2.68429294346e+14, -1.64126688965e+14, 1346.62801524, -2202.41089464,
25883.901339, 6337.51128181, 3.45269189611e+17, -8.1485618129e+13, -6.74796003413e+13, 2839.35013502, -3428.68362686,
21174.293387, 5834.10235258, 1.7400057987e+17, -2.44415046411e+14, 3.75860445002e+14, -1812.93300414, -1178.91656395,
49058.6015409, 4594.70257322, 1.70432638964e+18, -3.02634002707e+13, 9.77287442127e+13, -4324.44629154, -1339.13978046,
86583.7167249, 7651.92968785, 1.56037691713e+19, 1.0761001015e+14, -2.619921793e+14, 2516.77920895, 1033.73557541,
98602.3718663, 4924.13850741, 1.48300364667e+19, -1.02825226697e+15, 6.69392112572e+14, -713.201384146, -1095.54762639,
40757.4993269, 8174.17946506, 1.73866788091e+18, 7.11759719321e+13, 4.50490614115e+13, -2668.20643449, 4215.67465203,
21160.6887903, 1990.74947411, 5.9259213428e+16, -1.97833159389e+14, -6.41906639963e+14, 1688.40260834, -520.359194833,
8214.92540189, 5700.20500802, 9.92775886833e+15, 9.22370522982e+13, 1.18276810482e+13, -603.944677466, 4709.80546176,
5775.70764028, 250.196359209, 1.51442044213e+14, -1.07416910705e+15, 2.71858967491e+14, -337.504955497, -1333.54952392,
87387.7790593, 205.970011316, 4.31823200125e+17, 1.24922061083e+12, -2.31334636339e+13, 9499.46760486, 512.976824901,
30759.5350744, 5619.7556401, 5.13814794807e+17, -6.60584446069e+13, -1.84737211952e+13, 1489.02827787, -5324.47637226,
72251.5669199, 9120.20340607, 1.08067774363e+19, 2.85397043069e+12, -3.371564846e+14, 2493.61235411, 21.1079906492,
24334.7203747, 285.511723178, 1.29256650773e+16, -5.4916552052e+14, 7.10972145363e+14, -1209.03695979, -933.878233742,
60185.2327989, 3389.65645173, 2.32153582945e+18, 7.23824145011e+14, 6.3134697659e+14, -971.189904726, 1113.44589979,
66850.1895939, 9307.11282306, 8.7351985556e+18, -1.2559380382e+14, -1.55865284196e+14, 2520.11807076, -2030.67165479,
51560.4506986, 5022.06547696, 2.16263067208e+18, 2.11405846847e+14, 4.00483921516e+14, -1902.87803443, 1004.48362769,
69667.895952, 4143.87249309, 4.40204360369e+18, -8.38711943031e+14, -1.98132001753e+14, 358.604076625, -1518.00577001,
53096.9989842, 3074.58384814, 1.44592624626e+18, -4.88634709372e+14, 7.06707557887e+14, -1284.92412941, -888.427641016,
5087.36197213, 9210.30261667, 3.80979572739e+15, 4.21312613552e+13, -2.22926651303e+14, 2987.14259776, 564.544816673,
29385.0243737, 6458.46395955, 5.1482221517e+17, 2.59751640566e+14, 6.17833564078e+14, -1630.48773364, 685.495072397,
64061.4232306, 3340.00050611, 2.75858362775e+18, -8.61776400186e+14, 5.20937466071e+13, -94.0315692838, -1555.54538806,
38051.3934937, 2353.99091782, 4.07442523665e+17, 1.02543311912e+14, 3.95948103746e+12, -174.405438869, 4516.78165597,
90432.3164655, 1476.08697981, 3.42951565024e+18, 5.56961843183e+13, -2.26340992064e+14, 2912.31017343, 716.638036848,
37104.7541716, 2042.20177342, 3.27745847212e+17, 3.33477264691e+14, -2.07461414371e+14, 1220.51224824, 1961.87366842,
95606.2483612, 2118.20649726, 5.81536526752e+18, -6.89888710036e+14, -2.77490866857e+14, 626.619261136, -1557.88029583,
12377.0496745, 7882.82309659, 4.69551308312e+16, 4.53275012729e+14, 8.5117472742e+12, -40.3765541625, 2150.1675875,
94611.1158029, 42.1232339456, 1.1207224507e+17, 4.59010322399e+14, 4.28888113732e+14, -1247.28282803, 1334.88356214,
46137.5691857, 2417.85174457, 7.46008316052e+17, 4.15520002241e+14, 9.47206554799e+14, -1303.82226576, 571.959968021,
78161.0687414, 2904.18914748, 4.35658546527e+18, 4.27997277161e+13, 2.8718642628e+13, -3553.77661352, 5296.23469301,
12584.6772673, 6679.43430413, 4.18230598259e+16, -3.71067776231e+13, -7.70705596059e+14, 1646.52984172, -79.2746503967,
78719.0429412, 3551.52503648, 5.44257182771e+18, -7.35932813369e+13, 1.91829784457e+14, -2982.54345471, -1144.21835057,
13633.1021425, 8381.95172875, 6.6723542179e+16, 1.36892803873e+14, 6.01375631314e+13, -1506.14181289, 3428.4724066,
94610.5251342, 6421.57671749, 1.70848003141e+19, -7.7381332568e+14, 9.34691311832e+14, -1012.53294731, -838.256949005,
96570.9600058, 27.3691794742, 7.74374951193e+16, -1.30863585613e+15, 3.08503811467e+13, -29.8276732756, -1265.25382515,
96461.0289614, 3431.68481543, 9.6763804775e+18, -2.21164785638e+14, -5.53889319587e+14, 1741.29157641, -695.287604601,
44025.4063047, 4931.5810769, 1.32204478778e+18, 2.24915578066e+14, 4.4425114775e+14, -1830.7482828, 926.871681491,
92139.5794562, 5607.20357978, 1.37795448937e+19, -5.01137869044e+14, 3.14427788329e+14, -1000.53942154, -1594.66883086,
85722.5559208, 8965.96492833, 1.77432120618e+19, 5.26090018947e+14, 6.0328924307e+14, -1219.79830973, 1063.70820175,
43447.6089347, 2712.37158797, 6.98870488219e+17, -4.87156375169e+14, -2.31833776602e+14, 847.127225315, -1780.08327536,
14383.9307935, 7037.34094346, 6.5794746709e+16, -6.38657948225e+14, -8.62149466078e+14, 1123.28916051, -832.103456232,
3309.27832919, 1268.8453244, 1.44463603063e+14, -8.4684177286e+14, -8.29267467073e+13, 152.985657637, -1562.27816332,
181.42383904, 831.572129086, 15600296610.8, 1.093351252e+15, 7.33242263977e+12, -9.28669790367, 1384.75689125,
72640.865153, 6153.92176713, 7.41045488406e+18, -8.80315088409e+13, -3.83573171828e+14, 2249.69747479, -516.314168161,
43764.5191444, 2471.56713214, 6.50861776313e+17, 1.50644430481e+14, 4.82885722311e+13, -1111.28366557, 3466.83878128,
56677.2865949, 2740.64454393, 1.56758007946e+18, 4.31149863848e+13, 7.67752106364e+14, -1648.66316018, 92.5846886188,
23745.9778346, 5756.31761437, 2.42139028588e+17, -3.75441691023e+14, -9.91029147068e+14, 1315.35211383, -498.308272133,
49279.9707545, 4559.15475924, 1.71413700814e+18, -2.00539730548e+14, 9.36826397648e+13, -1302.65423262, -2788.49880258,
98471.7396234, 5411.49587583, 1.62331213601e+19, -3.35771960721e+14, 8.65338979326e+14, -1401.17471482, -543.688880944,
44104.4929008, 5749.20016572, 1.54955073837e+18, 6.74249627532e+13, 1.44531167759e+13, -1155.75401915, 5391.68629863,
55723.2378398, 188.637476929, 1.02538481618e+17, 6.74275098313e+14, 6.39669695583e+13, -166.168918207, 1751.58467619,
57440.7627244, 3590.91448826, 2.1380385427e+18, 2.22367743636e+14, -2.02908192085e+14, 1778.90451944, 1949.50721342,
78329.9828732, 2738.31440156, 4.13444556174e+18, 4.06804461344e+14, 5.88610334973e+14, -1408.2312913, 973.266587192,
44061.6429666, 7693.72865261, 2.06761083383e+18, 4.53872253015e+14, -4.22338527593e+14, 1252.75674576, 1346.29329207,
77154.3258839, 4133.40708906, 5.96401731859e+18, 5.89828400404e+14, -6.01459292065e+14, 1126.39507703, 1104.61308899,
90790.0630641, 1269.24736629, 2.98408436296e+18, 2.38873198161e+14, 9.68901035855e+13, -1071.97719666, 2642.85630675,
81178.6634775, 2964.15304175, 4.98168411841e+18, 6.26796369004e+14, -2.74682223903e+13, 80.0357366051, 1826.33256648,
85741.6412685, 8167.98291968, 1.61748428989e+19, -6.44471044684e+14, -1.04438350767e+15, 1112.35150434, -686.412922837,
84680.1920184, 6667.15124768, 1.27184937981e+19, 2.56270884273e+12, 1.14197624696e+14, -4283.27058677, 96.120873247,
68489.5655137, 9789.92086131, 9.88103157727e+18, -9.52024644094e+14, 5.7037459013e+14, -706.407487168, -1179.08011366,
25818.8380867, 9239.71951694, 4.99595758499e+17, -6.97698324971e+14, 1.65925114581e+14, -395.602331994, -1663.46779439,
22384.8458142, 9234.37745764, 3.25401699749e+17, -9.96997893472e+14, -5.86281144774e+14, 682.491932462, -1160.60873702,
80143.5531734, 7577.88441389, 1.22547266484e+19, 1.82583646747e+14, 1.03046053874e+15, -1393.74581513, 246.952875921,
80386.6982699, 3882.94018588, 6.3367000031e+18, -1.26969691045e+14, -1.51369399807e+14, 2495.88087235, -2093.56199899,
70322.4934739, 1787.60751142, 1.95301162259e+18, -7.86823063213e+13, 6.28379423148e+14, -1805.46801444, -226.071036276,
16503.7458633, 3865.06002784, 5.45825345423e+16, -2.498198877e+14, 4.43561042839e+14, -1768.27583083, -995.918096538,
19114.7780254, 337.65315752, 7.4084689521e+15, -2.17887708279e+12, -1.98525506248e+14, 3249.53073016, -35.6645761625,
81128.093424, 3539.31853498, 5.93722260952e+18, 7.57927844489e+14, 3.33619268482e+14, -641.049764736, 1456.3591264,
18349.3215052, 7952.28711882, 1.54348337195e+17, -2.55099376256e+14, 2.91757421712e+14, -1751.02220518, -1531.01391468,
66173.7133451, 4597.84552858, 4.18562933946e+18, 2.45126537833e+14, -5.48566983819e+13, 630.949938958, 2819.39268393,
27993.6895441, 2394.3871611, 1.6501547484e+17, 6.33945179682e+13, -1.92529270545e+13, 1634.7469533, 5382.76568603,
64808.7828109, 2788.983447, 2.38504953984e+18, -3.55285324184e+14, 1.71351310871e+14, -1001.54724621, -2076.64030258,
64615.8738611, 1873.00349866, 1.58747219601e+18, 3.32059889457e+13, -5.96890243525e+14, 1869.88237031, 104.024641032,
20081.1353141, 5413.94178946, 1.37729903249e+17, -2.38469521099e+13, 3.1686939725e+14, -2561.4641807, -192.770630987,
56677.1806386, 7683.04838383, 4.39448671897e+18, 3.70545554126e+14, -8.47864377642e+14, 1379.34013909, 602.818528111,
47430.1893534, 135.070715888, 4.52767921676e+16, 3.04740558009e+14, -4.46298331167e+14, 1626.67764656, 1110.72486518,
7199.00899354, 9758.17830638, 1.14376491531e+16, 1.17424565643e+15, 4.54039704104e+14, -465.413428345, 1203.66058681,
39075.4737563, 4187.18253795, 7.84846133947e+17, 6.23102409129e+14, 1.61641553029e+14, -453.17750444, 1746.9270091,
65341.99102, 1172.36759879, 1.02752115182e+18, -5.26283162819e+13, 5.02304879532e+13, -3706.54060491, -3883.47792776,
67631.4029375, 9037.70517726, 8.78320930218e+18, 4.05056736324e+14, -3.31755136107e+13, 185.410451486, 2263.77060023,
93662.4221157, 4071.8715141, 1.05109045366e+19, 3.00248221126e+14, 8.98751077111e+11, -7.91013468646, 2642.56024717,
7112.92640019, 499.574366739, 5.64800358917e+14, 1.05708952867e+15, 4.30855316385e+13, -57.3312191504, 1406.60284613,
17430.4313858, 4169.84674619, 6.9373622569e+16, 5.22936978375e+14, -4.84200972985e+14, 1165.33629219, 1258.5630212,
69049.3442587, 2036.13070156, 2.10588281626e+18, -1.44412367955e+14, -4.82002788122e+13, 1174.91872124, -3520.16210009,
87766.2005007, 3166.87696121, 6.72609436841e+18, -8.27109560704e+14, -4.21829085262e+14, 682.739792133, -1338.69528981,
59189.2858168, 6884.70859671, 4.48502362412e+18, 1.3339660293e+14, 2.70097842821e+14, -2365.44664672, 1168.25274793,
28334.4102704, 3649.22423655, 2.60791214793e+17, 2.46014402179e+14, 4.48945662941e+14, -1774.77072433, 972.543438531,
65314.356955, 575.018136379, 5.0333529099e+17, -1.13533010601e+15, 5.23380172621e+14, -542.171455286, -1176.09265311,
32796.663836, 9574.09520792, 1.0610518813e+18, 2.20125534303e+14, 1.18459376508e+15, -1296.95785757, 241.005439822,
84901.8898613, 1470.95431163, 2.82814146109e+18, 1.08937332776e+15, -2.90211903413e+14, 351.063004878, 1317.79113599,
8653.1302659, 3526.55464505, 7.17827704049e+15, -7.11770175563e+14, -4.73663087135e+14, 867.583637791, -1303.71180478,
12.3992012779, 3396.27952353, 20339226.3488, 8.80089193275e+14, -4.55354817873e+14, 668.445294474, 1291.94082696,
57245.3044019, 3638.13098766, 2.14411369762e+18, -8.71715089083e+12, -1.30758252157e+15, 1266.24868745, -8.44159408051,
43862.465277, 462.359627083, 1.22576972254e+17, 7.99765072338e+14, -4.27069569964e+14, 716.321215259, 1341.44113472,
10592.0703704, 5557.25924052, 2.07468946478e+16, -3.34373004374e+14, 1.5849233598e+14, -1019.56270421, -2150.98252194,
26430.8924829, 7415.78643343, 4.30172428219e+17, 5.90681243779e+14, 2.61405280363e+14, -729.11367218, 1647.53278947,
76106.5152486, 920.190859568, 1.27436342574e+18, -1.53681567195e+13, 9.67482094405e+11, -733.1451533, -11645.78619,
22376.8675384, 7367.79181252, 2.59349306819e+17, 6.32723673137e+14, 1.00603078998e+15, -1124.35239792, 707.139767685,
68584.7538929, 9233.01412808, 9.35785101359e+18, -1.49275662391e+14, -1.88926808389e+14, 2315.38001316, -1829.43801411,
55942.7930123, 7117.58119973, 3.91484650657e+18, -6.02592093589e+14, -7.81715821978e+14, 1154.33508652, -889.828729233,
50896.4905284, 1342.25266252, 5.55965264992e+17, 5.58670682878e+14, 1.16945669085e+14, -392.689823403, 1875.95054624,
82714.2173625, 8625.25636731, 1.5334244356e+19, -8.23567704571e+14, 5.39788920446e+13, -104.242973292, -1590.45773226,
55192.9627134, 5674.824799, 2.99746038731e+18, -4.54437736883e+13, -6.08981053797e+14, 1847.81032347, -137.888483779,
72283.9880576, 6639.86729318, 7.87835576765e+18, -4.90703645292e+14, 9.68023544025e+13, -396.2685107, -2008.73629484,
93347.1741664, 3564.60673467, 9.10888086862e+18, 4.74203320673e+14, 7.38922244157e+13, -321.814437148, 2065.24402186,
28570.5285381, 7081.08974779, 5.1880576751e+17, -6.8357695828e+14, 3.87944532781e+14, -806.144924417, -1420.46619762,
18838.947778, 1481.23641012, 3.11131640077e+16, 4.17225666146e+14, 1.96651700873e+14, -909.002070579, 1928.58232469,
92245.0785072, 360.918022943, 8.89996004257e+17, 4.91842165502e+14, 5.924580888e+14, -1269.64169515, 1054.02109037,
45885.2964026, 1838.40066565, 5.57969764186e+17, 1.80585173942e+14, -3.51661162142e+14, 2048.67008016, 1052.03383997,
9091.28182383, 3017.90450696, 7.12411184077e+15, 9.49298563593e+11, -1.09067361296e+15, 1386.50164009, 1.20678083682,
53450.6726982, 3564.40500729, 1.71000131291e+18, 5.16444336948e+14, 2.15818879663e+13, -84.0918418186, 2012.27786737,
67444.5848737, 7567.32876803, 7.29346214189e+18, -9.40350894726e+13, 7.1644809598e+14, -1688.93234145, -221.675379881,
37413.7806332, 7893.0898729, 1.29864876582e+18, 6.31868595472e+14, -9.09052542485e+14, 1130.02045382, 785.460029689,
29428.0143169, 2627.34002571, 2.10353155246e+17, -2.20963736935e+14, -4.55495630616e+14, 1831.00368812, -888.231170786,
41269.182386, 2399.47145251, 5.29837941234e+17, -5.4474039845e+14, 3.77602704156e+13, -135.505656602, -1954.84313426,
68640.2101324, 2449.42965048, 2.48857455642e+18, -3.99523033408e+14, 1.11851076007e+14, -606.06201992, -2164.80471424,
76336.6043305, 8925.92633902, 1.24738834925e+19, -3.19395714629e+13, 4.54881227847e+13, -5026.55460442, -3529.40482421,
55566.1194656, 8514.2854483, 4.58910805579e+18, -2.55750827874e+13, -1.23284227312e+13, 3731.59085432, -7741.11555946,
38829.5083157, 1952.89896418, 3.59182626233e+17, 1.22851133199e+13, -2.16662705055e+14, 3103.34759757, 175.964649281,
30089.6190409, 1245.16230558, 1.06567776728e+17, -4.65098609347e+14, -9.18899164145e+14, 1273.04514261, -644.348747467,
3115.87697051, 2298.33858771, 2.18426227695e+14, -2.33044990384e+13, -4.12486182963e+14, 2249.18560178, -127.073695699,
81004.5242718, 124.064036456, 2.07168445387e+17, 7.46609375066e+14, 9.10202949133e+14, -1031.83091915, 846.376776138,
8907.27982283, 8216.62856221, 1.82422673111e+16, 6.91129400972e+14, -9.91106755903e+14, 1080.52405688, 753.482851086,
57639.7450662, 7152.12036892, 4.30279684571e+18, -7.19889897293e+14, 3.84271994489e+14, -754.826025435, -1414.08074936,
32182.3997626, 850.370927222, 8.90458230375e+16, -5.50600146156e+13, -1.12313350434e+14, 3676.2000356, -1802.20451895,
58344.626985, 3095.7437959, 1.93160128998e+18, -1.00486844974e+15, 5.78170138736e+14, -670.678264643, -1165.64897236,
45183.7882896, 8822.74385712, 2.55682770787e+18, -7.05479916043e+14, -1.42040118888e+14, 336.906122772, -1673.33359806,
80555.7852722, 1340.36410703, 2.20121705475e+18, 2.27325327033e+14, 1.4835872828e+14, -1518.92897758, 2327.40621716,
2402.92198767, 2987.40947537, 1.30215787285e+14, -4.10126224378e+14, 7.92054486664e+14, -1361.51025821, -704.990718506,
52290.0306063, 9036.31889515, 4.05880428052e+18, -1.41348250983e+13, -4.35955432551e+13, 6434.11920321, -2086.11116661,
72215.0028884, 2551.59629519, 3.01886807331e+18, -6.72415494038e+14, 8.83096735011e+14, -1093.49711264, -832.620450374,
78446.1195417, 7773.06556874, 1.17884471303e+19, -9.77422627113e+14, -3.43927828912e+13, 51.4883214821, -1463.26776196,
90401.5766565, 2749.32337239, 6.38121990843e+18, 4.70509472057e+13, -2.66006646962e+13, 3065.26980883, 5421.81368751,
94738.5803877, 7412.66936933, 1.98018205483e+19, 1.96978331033e+14, -2.66820083977e+14, 2022.83996079, 1493.3495016,
92492.5148244, 5115.45127703, 1.27160898749e+19, -3.61832010603e+13, 3.54602238863e+13, -4502.81734686, -4594.62258112,
82497.7966817, 5219.94281188, 9.20751991668e+18, 1.60055730706e+13, 5.37169990051e+13, -5861.47384137, 1746.4908615,
22244.2634144, 2112.98575885, 7.30635097576e+16, -1.6985369599e+14, 1.71848618347e+14, -2095.09440379, -2070.77328497,
64414.3452271, 9637.98106871, 8.09251906501e+18, -6.85212544409e+13, -5.61110949636e+13, 3082.68738282, -3764.48912032,
62528.4792405, 5587.94636971, 4.29176269965e+18, -8.14130629524e+14, -4.87450032065e+14, 763.599543451, -1275.35077674,
99025.6651185, 813.327123772, 2.48118092e+18, 4.0574600404e+14, -1.1343274771e+15, 1242.17322677, 444.322149699,
44686.2644105, 9405.68331506, 2.63671006889e+18, -1.24249948192e+14, 4.95455357219e+14, -1965.16695784, -492.823196165,
14424.8303102, 5741.16459043, 5.41354821488e+16, 3.90482884193e+14, 7.72959938273e+14, -1388.84384656, 701.614306312,
92604.6555646, 2007.54625069, 5.00857169083e+18, -1.13614575672e+14, 5.68517296377e+14, -1864.83654381, -372.675754938,
64815.2776535, 3042.56498011, 2.60268669699e+18, 1.30146701762e+14, 1.2460020336e+15, -1286.69098879, 134.396721564,
87551.3760918, 1711.5831875, 3.60858395763e+18, -1.97470254354e+14, -7.4033514142e+14, 1598.33402266, -426.325063259,
24389.0688537, 5376.93594676, 2.45058852145e+17, -9.83885037111e+14, -1.30288322654e+14, 190.807203256, -1440.89929499,
87935.1183181, 5394.54122211, 1.1523686785e+19, 1.06879364216e+14, 3.36364161357e+13, -1298.60004266, 4126.28819821,
54143.2724848, 2909.48687371, 1.45077405224e+18, -7.97523724192e+13, -5.53822163905e+13, 2650.55270748, -3816.89069923,
67600.1341327, 1929.9999453, 1.87305203412e+18, -9.13649167185e+14, -5.96908165644e+14, 758.100747932, -1160.37634741,
12256.2313616, 939.879606928, 5.43616901674e+15, 1.1772196695e+14, 2.29633346942e+14, -2536.56822273, 1300.37646735,
13354.2283826, 2894.23144412, 2.16540695786e+16, 1.24139269226e+14, -1.07914610825e+14, 2342.33567105, 2694.49925513,
81721.2564794, 432.628745291, 7.41771854887e+17, -8.77493081158e+14, 5.81181490607e+14, -779.370169035, -1176.72696402,
72520.3727767, 1128.4414607, 1.35210055368e+18, 5.55352358433e+14, -9.65533506925e+14, 1189.30395412, 684.059901678,
52337.2388228, 556.259409803, 2.50529956693e+17, 2.35969727348e+13, -1.97783178648e+14, 3221.58552029, 384.358600183,
86874.4570463, 5369.24468864, 1.10595989568e+19, 1.35913039606e+14, -1.42673775842e+14, 2361.84873165, 2249.93022238,
48136.7297998, 2443.00266733, 8.56058733758e+17, 8.68384106508e+14, -1.51501777609e+14, 265.06455963, 1519.30792109,
42858.6435314, 8388.78460531, 2.07474239239e+18, 5.31917024248e+14, 1.21106050428e+15, -1152.73423898, 506.299201385,
83905.0422581, 9881.82106505, 1.83379607869e+19, -4.32217524533e+14, 1.2748913319e+15, -1181.93561528, -400.703395663,
54637.4520926, 6824.83604339, 3.49714316221e+18, -2.18164419483e+14, -1.26947954293e+14, 1449.54061002, -2491.08532283,
17671.8592091, 6969.13671507, 1.20830225382e+17, -1.66006227135e+14, -8.7816436838e+13, 1562.39793586, -2953.52209626,
95776.532875, 7891.83646522, 2.17823776997e+19, 3.22730958658e+14, 1.1843082876e+15, -1260.96713251, 343.620943778,
57655.3796692, 3454.51920088, 2.07996962495e+18, -8.49240831943e+14, -1.1903717226e+14, 217.053528225, -1548.51392541,
75176.3360324, 9926.56155153, 1.32492769388e+19, -1.21083007296e+15, 1.39284720796e+14, -149.887320776, -1303.00060563,
98468.7520627, 7972.65576654, 2.39137776915e+19, 6.48744740008e+14, 9.56228240983e+14, -1114.70402535, 756.261258683,
3242.58651245, 5310.35454154, 5.68784962237e+14, 3.9064323129e+14, 1.25780776851e+13, -74.537417781, 2314.94338506,
64128.8418303, 5470.54378373, 4.53252867988e+18, 1.70497485865e+14, -1.19300567739e+15, 1305.75329897, 186.610725207,
52116.1012426, 471.943206277, 2.09872419201e+17, 5.08223324755e+14, 4.67293687244e+13, -185.581183338, 2018.35994328,
54923.3192053, 3878.8079594, 2.01891705419e+18, 6.64137066999e+14, -9.82643104727e+14, 1101.59185972, 744.530728632,
96449.2117977, 2292.66329973, 6.46228638159e+18, 7.89146418346e+14, -6.2200253938e+14, 894.201786088, 1134.49076506,
63600.2626454, 928.244849648, 7.50220881937e+17, 5.56744249947e+14, -6.1164061688e+14, 1177.44249668, 1071.763911,
